record_id,citation_key,title,journal,publication_year,analysis_period,study_summary,case_report,case_report_conclusion,workflow_stage,specialty,specialty_other_detail,evaluation_target,device,dimensionality,image_modalities,image_modality_other_detail,rendering_type,rendering_other_detail,aux_visualization_content,anchoring_context,registration_method,perception_support,perception_cues,specialty_label,device_label,dimensionality_label,rendering_type_label,registration_method_label,workflow_stage_label,evaluation_target_label,image_modalities_label,anchoring_context_label,perception_cues_label,aux_visualization_content_label
2746,Franson 2021,"A System for Real-Time, Online Mixed-Reality Visualization of Cardiac Magnetic Resonance Images.",Journal of Imaging,2021,2021-2026,Realtime acquation and visualization MRI data,False,,intraoperative,cardiothoracic,,virtual,hmd_ost,3d,mri,,volume_rendering,,,off_situ,,False,,Cardiothoracic,HMD (Optical See-Through),3D,Volume Rendering,,Intraoperative,Virtual,MRI,Off-situ,,
1388,García-Mato 2021,Augmented reality visualization for craniosynostosis surgery,Comput. Methods Biomech. Biomed. Eng. Imaging and Visualization,2021,2021-2026,overlay virtual models on the surgical field using augmented reality technology. Reduce the dependence of experience requirements,False,,intraoperative,neurosurgery,,phantom|patient,body_handheld,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Neurosurgery,Handheld Device,3D,Surface Modeling,Other Marker,Intraoperative,"Phantom, Patient",CT,In-situ,,
414,Gouveia 2021,Breast cancer surgery with augmented reality.,The Breast,2021,2021-2026,"This work describes, to our knowledge, the first experimental test with a digital non-invasive method for intra-operative breast cancer localization using augmented reality to guide breast conservative surgery.",True,"Breast cancer conservative guided surgery with an AR headset, using 3D digital breast models, could pave the way for a digital, non-invasive method for intra-operative tumor localization.",intraoperative,breast,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Breast,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,
139,Huang 2021,Augmented reality-based autostereoscopic surgical visualization system for telesurgery,Int J Comput Assist Radiol Surg,2021,2021-2026,"a novel autostereoscopic surgical visualization system integrating 3D intraoperative scene reconstruction, autostereoscopic 3D display, and augmented reality-based image fusion.",False,,intraoperative,other,Technologies,phantom,autostereoscopic_3d_display,3d,ct,,surface_modeling,,,off_situ,,False,,Other,Autostereoscopic 3D Display,3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,,
5020,Huang 2021,Enhanced perception of carotid artery depth under nasal endoscope,International Conference on Video and Image Processing,2021,2021-2026,,False,,intraoperative,head_and_neck,,dataset,spatial_monitor,2d,rgb,,other_process,Enhancing info,,off_situ,,True,color,Head & Neck,Spatial Monitor,2D,Other Process,,Intraoperative,Dataset,RGB Camera,Off-situ,Color,
5099,Joeres 2021,Audiovisual AR concepts for laparoscopic subsurface structure navigation,Graphics Interface Conference,2021,2021-2026,Improve localization of subsurface target/risk structures during laparoscopic resection wound repair (motivated by partial nephrectomy) using AR visualization and auditory guidance based on tool position.,False,,intraoperative,urology,,phantom,spatial_monitor,3d,ct,,surface_modeling,,tool_location,off_situ,,True,occlusion,Urology,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Phantom,CT,Off-situ,Occlusion,Tool Location
84,K 2021,An Augmented Reality Application for Clinical Breast Examination Training,2021 IEEE International Conference on Artificial Intelligence and Virtual Reality,2021,2021-2026,mapped the real-time force data to the Unity application to let the user visualize the palpation force applied on the phantom,False,,training,breast,,phantom,body_handheld,3d,mri,,surface_modeling,,,in_situ,marker_other,False,,Breast,Handheld Device,3D,Surface Modeling,Other Marker,Training,Phantom,MRI,In-situ,,
5057,Li 2021,Towards quantitative and intuitive percutaneous tumor puncture via augmented virtual reality,Computerized Medical Imaging and Graphics,2021,2021-2026,Provide a quantitative (constraint/SDF-based) needle path planning method and an intuitive in-situ holographic navigation interface for percutaneous respiratory tumor puncture (RFA context).,False,,intraoperative,abdominal,,animal,hmd_ost,3d,ct,,surface_modeling,,tool_location|needle_trajectory,in_situ,marker_optical,False,,Abdominal,HMD (Optical See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Animal,CT,In-situ,,"Tool Location, Needle Trajectory"
5107,Liu 2021,Application of Mixed Reality Using Optical See-Through Head-Mounted Displays in Transforaminal Percutaneous Endoscopic Lumbar Discectomy,BioMed Research International,2021,2021-2026,,True,44 MixR vs 43 conventional; reduced operation time and radiation exposure for key steps and total procedure; no difference in clinical outcomes (NRS/ODI); eye fatigue increased in MixR group.,intraoperative,orthopedic,,patient,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Orthopedic,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Patient,CT,In-situ,,
244,Mespreuve 2021,The Usefulness of Magnetic Resonance Angiography to Analyze the Variable Arterial Facial Anatomy in an Effort to Reduce Filler-Associated Blindness: Anatomical Study and Visualization Through an Augmented Reality Application,Aesthet Surg J Open Forum,2021,2021-2026,To evaluate if the use of magnetic resonance angiography (MRA) may visualize the arterial facial anatomy in a contrast- and radiation-free way and study the individual arterial variations using an augmented reality (AR) image.,False,,intraoperative,oral_maxillofacial,,patient,body_handheld,3d,mri,,surface_modeling,,,in_situ,markerless,False,,Oral & Maxillofacial,Handheld Device,3D,Surface Modeling,Markerless,Intraoperative,Patient,MRI,In-situ,,
198,MoralesMojica 2021,A Holographic Augmented Reality Interface for Visualizing of MRI Data and Planning of Neurosurgical Procedures,J Digit Imaging,2021,2021-2026,holographic visualization of high-resolution imersive experiences is good for planning neurosurgical procedure,False,,planning,neurosurgery,,virtual,hmd_ost,3d,mri,,surface_modeling,,tool_location,off_situ,,False,,Neurosurgery,HMD (Optical See-Through),3D,Surface Modeling,,Planning,Virtual,MRI,Off-situ,,Tool Location
561,Moreta-Martinez 2021,Combining Augmented Reality and 3D Printing to Improve Surgical Workflows in Orthopedic Oncology: Smartphone Application and Clinical Evaluation.,sensors,2021,2021-2026,"present an innovative solution combining 3D printing and AR in orthopedic oncological surgery. A new surgical workflow is proposed, including 3D printed models and a novel AR-based smartphone application (app).",False,,multi_task,orthopedic,,patient,body_handheld,3d,ct,,surface_modeling,,color_coding,in_situ,marker_other,False,,Orthopedic,Handheld Device,3D,Surface Modeling,Other Marker,Multi-task,Patient,CT,In-situ,,Color Coding
208,Suzuki 2021,Surgical Applications of Lymphatic Vessel Visualization Using Photoacoustic Imaging and Augmented Reality,J Clin Med 2021,2021,2021-2026,"Photoacoustic lymphangiography (PAL) is a new technology for visualizing lymphatic vessels. It can depict lymphatic vessels at high resolution; therefore, this study focused on how to apply PAL for lymphatic surgery. T",False,,intraoperative,vascular,,patient,hmd_ost,2d,photoacoustic,,no_post_processing,,,in_situ,markerless,False,,Vascular,HMD (Optical See-Through),2D,No Post-processing,Markerless,Intraoperative,Patient,Photoacoustic,In-situ,,
363,Tsukada 2021,Augmented Reality-Assisted Femoral Bone Resection in Total Knee Arthroplasty,JBJS open access,2021,2021-2026,n augmented reality (AR)-based navigation system allows visualization of the center of the femoral head and femoral mechanical axis superimposed on the surgical field during total knee arthroplasty (TKA) and may help surgeons to improve the accuracy of distal femoral resection. the smartphone fix on patient's body accaturally,False,,intraoperative,orthopedic,,patient,body_handheld,3d,ct,,surface_modeling,,tool_location,in_situ,marker_optical,False,metric,Orthopedic,Handheld Device,3D,Surface Modeling,Optical Marker,Intraoperative,Patient,CT,In-situ,Metric,Tool Location
180,Yamamoto 2021,Experimental pilot study for augmented reality-enhanced elbow arthroscopy,Sci Rep,2021,2021-2026,,False,,intraoperative,orthopedic,,animal,spatial_monitor,3d,ct,,surface_modeling,,,off_situ,,True,contour_edge,Orthopedic,Spatial Monitor,3D,Surface Modeling,,Intraoperative,Animal,CT,Off-situ,Contour Edge,
875,Bindschadler 2022,HEARTBEAT4D: An Open-source Toolbox for Turning 4D Cardiac CT into VR/AR.,Journal of Digital Imaging,2022,2021-2026,An open-source tools readily available to facilitate the transformation from raw medical images to dynamic and interactive augmented or virtual reality representations.,False,,education,cardiothoracic,,virtual,spatial_monitor,4d,ct,,surface_modeling,,color_coding,off_situ,,False,,Cardiothoracic,Spatial Monitor,4D,Surface Modeling,,Education,Virtual,CT,Off-situ,,Color Coding
1146,Chang 2022,Augmented Reality-Assisted Percutaneous Pedicle Screw Instrumentation: A Cadaveric Feasibility and Accuracy Study,Appl. Sci.,2022,2021-2026,"Although this is not a case report for a proven system, it is a cadaveric study and no details about the augmented visualization.",False,"AR-assisted percutaneous pedicle screw instrumentation could improve anatomical visualization, facilitate surgical workflow, and provide an intuitive method of surgery",intraoperative,orthopedic,,cadaver,hmd_vst,3d,ct,,surface_modeling,,tool_location,in_situ,marker_optical,False,,Orthopedic,HMD (Video See-Through),3D,Surface Modeling,Optical Marker,Intraoperative,Cadaver,CT,In-situ,,Tool Location
164,Chiou 2022,Augmented Reality Surgical Navigation System for External Ventricular Drain,Healthcare,2022,2021-2026,"The tablet application to obtain real-time DICOM-formatted images of the patient, change the position of the surgical entry point, and instantly obtain an updated surgical path and surgical angle.",,,intraoperative,neurosurgery,,phantom,body_handheld,3d,ct|mri,,surface_modeling,,tool_location|information_panel,in_situ,marker_optical,False,,Neurosurgery,Handheld Device,3D,Surface Modeling,Optical Marker,Intraoperative,Phantom,"CT, MRI",In-situ,,"Tool Location, Information Panel"
1305,Groves 2022,Towards a First-Person Perspective Mixed Reality Guidance System for Needle Interventions,Journal of Imaging,2022,2021-2026,"use of a surgical navigation system that renders a calibrated US image, and the needle and its trajectory, in a common frame of reference. compare on monitor and on VST and talked about expert tend to trust their experiences.",False,,intraoperative,abdominal,,phantom,multiple_devices,2d,us,,no_post_processing,,tool_location,in_situ,markerless,False,,Abdominal,Multiple Devices,2D,No Post-processing,Markerless,Intraoperative,Phantom,Ultrasound,In-situ,,Tool Location
1298,Huang 2022,Anatomy Education Method using Autostereoscopic 3D Image Overlay and Mid-Air Augmented Reality Interaction,Dig. Tech. Pap. SID Int. Symp.,2022,2021-2026,3D visualization and interaction of virtual soft tissues,False,,education,cardiothoracic,,virtual,spatial_projection_semtransparent,3d,,,other_process,hand-crafted model,tool_location,off_situ,,False,,Cardiothoracic,Semi-transparent Projection,3D,Other Process,,Education,Virtual,,Off-situ,,Tool Location
1210,Jia 2022,Case Report: Application of Mixed Reality Combined With A Surgical Template for Precise Periapical Surgery,Frontiers in Surgery,2022,2021-2026,We sought to combine mixed reality (MR) technology with a 3-dimensional (3D) printed surgical template to achieve visualization in apical surgery.,True,They successfully developed a suitable surgical workflow and confirmed the optimal surgical approach from the buccal side.,planning,oral_maxillofacial,,patient,hmd_ost,3d,ct,,volume_rendering,,,off_situ,,False,,Oral & Maxillofacial,HMD (Optical See-Through),3D,Volume Rendering,,Planning,Patient,CT,Off-situ,,
149,Johnson 2022,Patient posture correction and alignment using mixed reality visualization and the HoloLens 2,Med Phys,2022,2021-2026,patient posture correction and alignment using mixed reality (MixR) visualization. (Use CT to get the contour of the patient),False,,intraoperative,other,posture correction,phantom,hmd_ost,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Other,HMD (Optical See-Through),3D,Surface Modeling,Other Marker,Intraoperative,Phantom,CT,In-situ,,
1157,Lau 2022,Clinical Applications of Mixed Reality and 3D Printing in Congenital Heart Disease,Biomolecules,2022,2021-2026,Evaluate dicom/3D print model and MR visualization how they help the anatomical understanding,,,education,cardiothoracic,,phantom,hmd_ost,3d,ct,,surface_modeling,,,off_situ,,False,,Cardiothoracic,HMD (Optical See-Through),3D,Surface Modeling,,Education,Phantom,CT,Off-situ,,
885,Lu 2022,Applications of Mixed Reality Technology in Orthopedics Surgery: A Pilot Study.,,2022,2021-2026,to explore the potential of mixed reality (MR) technology in the visualization of orthopedic surgery,True,The integration of MR technology in orthopaedic surgery reduces the dependence on surgeons’ experience and provides personalized 3D visualization models for accurate diagnosis and treatment of orthopaedic abnormalities,multi_task,orthopedic,,phantom|patient,multiple_devices,3d,ct,,surface_modeling,,,in_situ,marker_other,False,,Orthopedic,Multiple Devices,3D,Surface Modeling,Other Marker,Multi-task,"Phantom, Patient",CT,In-situ,,
4937,Maddali 2022,Spatial Orientation in Cardiac Ultrasound Images Using Mixed Reality: Design and Evaluation,Frontiers in Virtual Reality,2022,2021-2026,Design and assess an MR-based visualization system for 4D (3D + time) echocardiography to improve ease of spatial orientation compared with a standard clinical viewing system.,False,,planning,cardiothoracic,,dataset,hmd_ost,4d,us,,volume_rendering,,,off_situ,,False,,Cardiothoracic,HMD (Optical See-Through),4D,Volume Rendering,,Planning,Dataset,Ultrasound,Off-situ,,
